,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
990,990,Trevor Winter,MIN,25.0,213.36,124.7378,Minnesota,USA,Undrafted,Undrafted,Undrafted,1,0.0,3.0,0.0,-21.3,0.1,0.5,0.0,0.0,0.0,1998-99
1023,1023,Andrae Patterson,MIN,23.0,205.74,107.954896,Indiana,USA,1998,2,46,35,3.3,1.9,0.4,-1.6,0.104,0.144,0.206,0.505,0.094,1998-99
1033,1033,Anthony Peeler,MIN,29.0,193.04,94.347136,Missouri,USA,1992,1,15,28,9.6,3.0,2.8,3.4,0.037,0.081,0.172,0.465,0.139,1998-99
1040,1040,Terrell Brandon,MIN,29.0,180.34,78.471416,Oregon,USA,1991,1,11,36,13.9,3.7,8.6,1.3,0.024,0.109,0.2289999999999999,0.4629999999999999,0.411,1998-99
1096,1096,Kevin Garnett,MIN,23.0,210.82,99.79024,None,USA,1995,1,5,47,20.8,10.4,4.3,2.3,0.0969999999999999,0.2189999999999999,0.278,0.493,0.206,1998-99
1119,1119,Malik Sealy,MIN,29.0,203.2,90.7184,St. John's (NY),USA,1992,1,14,31,8.1,3.0,1.2,-2.9,0.032,0.1119999999999999,0.176,0.487,0.084,1998-99
1145,1145,Sam Mitchell,MIN,35.0,200.66,97.52228,Mercer,USA,1985,3,54,50,11.2,3.6,2.0,-0.5,0.042,0.115,0.208,0.472,0.124,1998-99
1182,1182,Rasho Nesterovic,MIN,23.0,213.36,112.490816,None,Slovenia,1998,1,17,2,4.0,4.0,0.5,2.9,0.086,0.25,0.187,0.311,0.045,1998-99
1184,1184,Reggie Jordan,MIN,31.0,193.04,88.45044,New Mexico State,USA,Undrafted,Undrafted,Undrafted,27,1.9,2.2,1.5,3.0,0.09,0.14,0.124,0.361,0.1939999999999999,1998-99
1224,1224,Dean Garrett,MIN,32.0,210.82,113.398,Indiana,USA,1988,2,38,49,5.5,5.2,0.6,-3.3,0.099,0.185,0.12,0.5329999999999999,0.04,1998-99
1228,1228,Dennis Scott,MIN,30.0,203.2,103.872568,Georgia Tech,USA,1990,1,4,36,6.5,1.6,1.1,-0.1,0.013,0.084,0.157,0.516,0.091,1998-99
1265,1265,Joe Smith,MIN,23.0,208.28,102.0582,Maryland,USA,1995,1,1,43,13.7,8.2,1.6,1.0,0.109,0.1669999999999999,0.206,0.486,0.079,1998-99
1306,1306,James Robinson,MIN,28.0,187.96,81.64656,Alabama,USA,1993,1,21,31,5.9,2.0,1.8,-9.5,0.037,0.115,0.213,0.451,0.204,1998-99
1350,1350,Dean Garrett,MIN,33.0,210.82,113.398,Indiana,USA,1988,2,38,56,2.0,2.5,0.3,3.1,0.077,0.183,0.105,0.477,0.043,1999-00
1396,1396,Joe Smith,MIN,24.0,208.28,102.0582,Maryland,USA,1995,1,1,78,9.9,6.2,1.1,3.0,0.109,0.183,0.1939999999999999,0.525,0.07,1999-00
1447,1447,Bobby Jackson,MIN,27.0,185.42,83.91452,Minnesota,USA,1997,1,23,73,5.1,2.1,2.4,-2.4,0.054,0.113,0.195,0.474,0.262,1999-00
1467,1467,Andrae Patterson,MIN,24.0,205.74,107.954896,Indiana,USA,1998,2,46,5,1.2,0.4,0.2,-9.8,0.053,0.083,0.099,0.75,0.063,1999-00
1479,1479,Anthony Peeler,MIN,30.0,193.04,94.347136,Missouri,USA,1992,1,15,82,9.8,2.8,2.4,-1.4,0.032,0.099,0.186,0.52,0.152,1999-00
1541,1541,Sam Mitchell,MIN,36.0,200.66,97.52228,Mercer,USA,1985,3,54,66,6.5,2.1,1.7,-2.6,0.026,0.105,0.171,0.513,0.141,1999-00
1611,1611,Wally Szczerbiak,MIN,23.0,200.66,110.222856,Miami (OH),USA,1999,1,6,73,11.6,3.7,2.8,5.0,0.048,0.1,0.171,0.5710000000000001,0.136,1999-00
1622,1622,Terrell Brandon,MIN,30.0,180.34,78.471416,Oregon,USA,1991,1,11,71,17.1,3.4,8.9,6.9,0.02,0.088,0.2289999999999999,0.535,0.375,1999-00
1639,1639,Tom Hammonds,MIN,33.0,205.74,102.0582,Georgia Tech,USA,1989,1,9,56,2.1,1.8,0.2,-14.5,0.095,0.1889999999999999,0.166,0.481,0.044,1999-00
1647,1647,Rasho Nesterovic,MIN,24.0,213.36,112.490816,None,Slovenia,1998,1,17,82,5.7,4.6,1.1,5.0,0.089,0.1639999999999999,0.145,0.492,0.075,1999-00
1667,1667,Malik Sealy,MIN,30.0,203.2,90.7184,St. John's (NY),USA,1992,1,14,82,11.3,4.3,2.4,8.3,0.059,0.115,0.186,0.53,0.12,1999-00
1696,1696,Kevin Garnett,MIN,24.0,210.82,99.79024,None,USA,1995,1,5,81,22.9,11.8,5.0,5.7,0.08,0.267,0.276,0.545,0.211,1999-00
